transaction_id,amount,hour,day_of_week,merchant_category,distance_from_home,days_since_last_txn,transaction_frequency,card_age_years,device_risk_score,txn_count_24h,txn_count_7d,is_fraud
TXN_00005835,29.39,6,6,Grocery,138.23,6.61,11.7,3.41,76.52,0,17,0
TXN_00005836,43.24,19,6,Gas,38.71,2.64,0.04,0.03,77.28,3,20,0
TXN_00005837,2.55,9,0,Gas,54.47,3.58,5.18,2.29,95.37,2,25,0
TXN_00005838,676.14,14,2,Online,5.0,3.62,25.83,5.75,53.46,1,20,0
TXN_00005839,15.08,6,3,Gas,21.55,0.07,0.08,1.93,6.93,3,26,0
TXN_00005840,13.1,15,5,Gas,313.55,1.16,5.24,3.73,70.38,5,26,0
TXN_00005841,37.3,11,2,Travel,221.88,1.65,23.98,0.12,0.73,3,21,0
TXN_00005842,12.98,8,1,Travel,148.24,3.95,20.29,2.11,49.21,0,23,0
TXN_00005843,1.44,23,0,Online,24.5,2.94,10.22,0.64,86.68,3,17,0
TXN_00005844,7.44,16,3,Grocery,89.89,20.57,3.34,1.98,50.65,3,11,0
TXN_00005845,4.53,22,1,Restaurant,161.36,0.59,3.68,1.07,39.88,1,17,0
TXN_00005846,8.69,2,5,Online,67.97,0.17,0.2,1.16,51.16,3,20,0
TXN_00005847,1.04,2,3,Travel,16.4,0.04,2.07,1.66,6.11,0,19,0
TXN_00005848,6.07,1,5,Grocery,13.03,0.09,17.43,6.31,36.57,1,15,0
TXN_00005849,126.88,16,1,Gas,4.1,9.16,0.9,1.34,98.6,3,19,0
TXN_00005850,20.02,11,6,Gas,37.21,4.71,14.76,2.36,65.57,1,11,0
TXN_00005851,26.71,15,3,Online,26.15,3.16,2.4,3.58,97.05,1,18,0
TXN_00005852,28.71,19,0,Restaurant,26.08,1.68,4.46,1.12,36.13,0,18,0
TXN_00005853,4.25,18,6,Restaurant,23.21,5.59,5.72,0.13,63.38,5,22,0
TXN_00005854,1.99,8,4,Grocery,16.88,3.21,6.51,0.69,25.82,3,27,0
TXN_00005855,12.44,15,0,Gas,17.16,3.34,31.89,0.24,80.35,4,25,0
TXN_00005856,5.87,5,6,Grocery,65.38,5.25,2.21,4.87,81.66,1,15,0
TXN_00005857,111.94,22,5,Restaurant,55.61,1.25,8.94,6.44,58.37,7,22,0
TXN_00005858,10.23,14,1,Restaurant,21.87,8.58,3.6,1.8,57.37,0,21,0
TXN_00005859,13.69,14,6,Gas,43.59,4.24,1.72,1.61,51.95,1,17,0
TXN_00005860,16.43,7,0,Travel,49.33,10.4,28.43,4.14,48.19,3,16,0
TXN_00005861,1.13,9,5,Online,143.37,7.45,1.34,1.16,60.29,2,20,0
TXN_00005862,6.78,13,3,Entertainment,73.95,0.55,11.96,1.9,42.8,4,19,0
TXN_00005863,18.99,11,3,Grocery,45.32,6.85,9.98,2.94,65.31,3,19,0
TXN_00005864,12.03,10,3,Online,98.6,2.82,1.99,0.91,44.55,3,14,0
TXN_00005865,11.22,6,1,Entertainment,39.93,0.85,14.06,1.49,67.01,2,21,0
TXN_00005866,6.04,4,6,Restaurant,23.13,2.0,19.46,2.0,51.68,3,17,0
TXN_00005867,24.32,16,2,Gas,14.46,6.04,14.1,0.11,43.64,3,19,0
TXN_00005868,4.81,7,3,Restaurant,30.87,2.15,5.61,0.59,82.02,5,25,0
TXN_00005869,13.52,22,3,Restaurant,64.4,11.99,2.36,0.98,71.67,3,14,0
TXN_00005870,13.62,17,3,Entertainment,98.26,0.38,12.53,3.51,29.84,3,19,0
TXN_00005871,6.16,14,4,Gas,3.87,27.02,9.59,0.47,13.01,1,19,0
TXN_00005872,35.14,13,0,Online,24.92,1.92,3.64,4.67,38.18,0,24,0
TXN_00005873,1.01,3,5,Gas,180.75,0.46,13.92,10.04,27.69,5,15,0
TXN_00005874,7.22,20,1,Grocery,18.85,1.96,12.68,1.18,35.96,4,17,0
TXN_00005875,12.82,1,3,Gas,45.83,11.79,10.7,1.66,86.48,2,24,0
TXN_00005876,10.79,1,4,Gas,45.65,0.68,6.07,0.49,78.78,2,25,0
TXN_00005877,29.56,1,5,Gas,1.42,12.24,2.57,3.87,81.54,2,21,0
TXN_00005878,10.65,15,2,Online,6.45,6.92,8.03,2.86,2.18,5,14,0
TXN_00005879,4.89,14,2,Online,0.59,1.33,2.46,3.02,78.79,7,20,0
TXN_00005880,420.92,13,2,Restaurant,10.78,4.24,1.16,0.93,1.51,2,18,0
TXN_00005881,2.02,10,1,Online,91.58,6.76,14.39,3.1,37.63,2,18,0
TXN_00005882,12.77,4,0,Restaurant,53.35,1.58,4.13,10.29,42.67,6,20,0
TXN_00005883,5.7,8,0,Grocery,97.02,5.04,14.22,1.46,24.34,4,16,0
TXN_00005884,1.1,21,5,Grocery,0.05,5.63,19.64,1.3,54.12,3,17,0
TXN_00005885,6.21,0,3,Grocery,94.46,7.78,17.23,17.4,30.89,2,17,0
TXN_00005886,27.87,13,5,Restaurant,75.17,4.71,6.63,5.78,82.07,1,28,0
TXN_00005887,24.42,14,5,Travel,31.64,12.06,11.78,1.66,12.37,5,20,0
TXN_00005888,4.91,15,3,Grocery,40.56,5.49,4.64,0.2,79.84,3,19,0
TXN_00005889,131.02,2,2,Grocery,10.92,10.9,9.99,1.54,72.08,4,18,0
TXN_00005890,33.99,22,1,Grocery,42.86,7.82,20.35,6.12,30.35,1,22,0
TXN_00005891,78.03,21,3,Grocery,63.86,3.92,6.96,4.0,98.86,6,16,0
TXN_00005892,11.72,15,3,Grocery,123.19,12.94,18.77,2.91,23.66,3,19,0
TXN_00005893,21.91,1,1,Grocery,80.51,1.21,1.76,0.39,23.56,3,24,0
TXN_00005894,33.37,6,0,Grocery,168.98,9.33,7.17,0.75,18.64,1,28,0
TXN_00005895,36.02,3,1,Grocery,26.3,6.79,17.26,5.56,94.52,4,17,0
TXN_00005896,26.04,8,1,Grocery,75.26,3.66,3.9,6.0,62.88,3,17,0
TXN_00005897,2.74,18,0,Grocery,5.6,6.54,2.03,1.24,63.69,3,13,0
TXN_00005898,39.96,7,6,Travel,19.52,4.02,8.32,0.89,36.0,4,12,0
TXN_00005899,76.77,2,6,Grocery,80.87,1.69,9.97,0.02,89.24,3,21,0
TXN_00005900,2.96,10,4,Travel,13.97,5.42,6.02,0.31,75.32,2,24,0
TXN_00005901,25.81,10,6,Grocery,5.98,3.69,30.7,4.86,17.71,3,26,0
TXN_00005902,3.76,15,2,Restaurant,39.25,2.1,1.73,2.16,79.84,5,20,0
TXN_00005903,10.03,5,0,Grocery,145.49,1.36,0.39,1.65,96.85,0,17,0
TXN_00005904,1.49,7,3,Grocery,124.79,14.12,8.67,6.38,98.77,3,18,0
TXN_00005905,4.24,5,5,Entertainment,69.71,0.55,1.87,0.59,65.39,1,19,0
TXN_00005906,1.6,13,3,Entertainment,91.03,1.95,0.4,5.86,74.22,2,14,0
TXN_00005907,8.38,2,4,Travel,4.6,0.18,8.72,2.83,19.76,6,17,0
TXN_00005908,13.67,21,1,Travel,69.78,0.23,3.11,2.82,43.83,6,31,0
TXN_00005909,21.0,22,4,Grocery,157.25,2.45,1.22,1.07,80.82,5,26,0
TXN_00005910,25.44,7,1,Restaurant,4.4,2.01,2.32,23.41,99.06,4,22,0
TXN_00005911,2.59,18,4,Grocery,78.77,2.58,4.62,2.87,27.69,1,19,0
TXN_00005912,2.99,12,2,Travel,6.53,0.4,10.35,4.72,27.38,3,13,0
TXN_00005913,18.31,19,1,Restaurant,71.84,4.09,10.7,6.37,37.3,1,24,0
TXN_00005914,7.01,3,4,Online,39.33,0.58,8.94,5.86,45.18,6,21,0
TXN_00005915,7.94,4,5,Grocery,37.17,8.86,2.85,0.45,75.05,4,15,0
TXN_00005916,15.16,18,1,Online,20.62,1.86,0.11,2.88,76.56,0,17,0
TXN_00005917,0.85,13,1,Restaurant,11.2,7.08,8.41,1.17,69.23,2,18,0
TXN_00005918,9.45,20,2,Online,113.48,4.93,17.56,2.13,21.62,2,20,0
TXN_00005919,3.13,16,6,Online,0.89,1.56,12.79,3.18,66.06,5,25,0
TXN_00005920,0.53,9,4,Gas,29.53,1.88,20.52,2.48,31.02,4,17,0
TXN_00005921,6.92,6,0,Restaurant,82.66,0.11,10.01,6.94,8.84,4,11,0
TXN_00005922,4.14,22,0,Grocery,156.2,12.48,1.23,1.36,96.67,2,12,0
TXN_00005923,2.66,12,6,Grocery,74.74,5.33,21.05,2.59,4.56,0,24,0
TXN_00005924,11.06,21,3,Gas,34.95,10.62,11.27,4.52,42.87,1,20,0
TXN_00005925,5.59,10,6,Grocery,28.25,7.63,20.19,5.99,88.34,2,27,0
TXN_00005926,340.85,8,1,Travel,59.08,1.38,2.17,0.55,59.67,2,21,0
TXN_00005927,14.08,10,6,Gas,41.02,0.24,0.48,1.86,76.53,3,19,0
TXN_00005928,0.31,10,3,Travel,39.59,14.3,6.6,3.3,47.97,1,23,0
TXN_00005929,10.17,12,6,Restaurant,3.43,4.36,8.24,3.25,77.16,3,20,0
TXN_00005930,4.43,0,3,Gas,69.25,2.76,6.79,5.2,61.55,2,19,0
TXN_00005931,9.58,1,2,Grocery,2.61,5.81,4.88,4.45,93.18,1,21,0
TXN_00005932,87.66,12,2,Travel,16.79,4.1,54.03,2.66,58.97,2,28,0
TXN_00005933,10.89,10,4,Grocery,40.55,2.77,2.25,1.93,16.53,3,28,0
TXN_00005934,24.32,12,0,Grocery,55.2,0.2,18.43,1.65,47.01,2,20,0
TXN_00005935,6.38,21,5,Grocery,75.23,4.83,0.06,5.41,12.14,4,25,0
TXN_00005936,45.03,11,5,Online,75.85,1.06,5.97,0.21,52.53,2,20,0
TXN_00005937,4.16,11,1,Restaurant,217.55,0.21,2.18,2.02,59.76,1,12,0
TXN_00005938,137.45,14,6,Restaurant,38.58,4.63,5.1,3.4,22.7,5,14,0
TXN_00005939,3.22,20,5,Gas,12.39,3.76,4.51,4.28,63.9,7,19,0
TXN_00005940,11.94,18,6,Restaurant,14.28,4.04,1.05,5.7,45.57,4,24,0
TXN_00005941,18.11,13,2,Gas,3.76,1.42,22.5,2.69,86.22,3,21,0
TXN_00005942,10.15,2,2,Online,129.53,2.97,1.44,1.64,27.91,1,26,0
TXN_00005943,10.7,18,6,Restaurant,17.71,3.46,6.87,0.42,37.24,1,11,0
TXN_00005944,18.04,4,3,Travel,10.59,0.8,14.5,13.71,71.76,0,15,0
TXN_00005945,29.35,23,0,Grocery,14.94,2.16,3.34,0.08,92.76,2,24,0
TXN_00005946,37.05,10,4,Grocery,50.25,1.23,3.41,1.34,54.94,2,24,0
TXN_00005947,15.5,9,5,Restaurant,16.46,1.63,16.37,3.73,82.77,1,21,0
TXN_00005948,157.52,18,3,Travel,33.84,2.13,6.47,0.47,9.74,8,14,0
TXN_00005949,6.26,14,5,Grocery,16.33,3.16,15.31,1.13,65.62,0,20,0
TXN_00005950,5.09,21,5,Grocery,62.33,12.88,8.38,2.29,57.11,4,24,0
TXN_00005951,25.15,3,1,Gas,51.22,1.23,1.42,3.05,82.68,4,28,0
TXN_00005952,58.65,15,2,Grocery,33.06,4.76,1.25,2.61,50.92,2,23,0
TXN_00005953,14.17,14,5,Grocery,15.08,0.66,7.78,9.99,24.37,4,24,0
TXN_00005954,8.1,10,5,Online,71.34,0.65,6.2,6.1,79.16,2,22,0
TXN_00005955,4.19,20,3,Gas,42.63,9.39,6.2,4.4,11.78,1,17,0
TXN_00005956,48.9,14,0,Grocery,90.68,4.84,0.84,9.54,87.25,3,16,0
TXN_00005957,7.39,12,5,Gas,37.46,6.24,2.9,1.02,35.67,5,29,0
TXN_00005958,1.01,2,0,Travel,14.91,1.16,21.25,3.01,18.5,3,21,0
TXN_00005959,8.35,7,2,Restaurant,2.88,2.73,2.17,4.96,33.61,4,17,0
TXN_00005960,7.39,18,5,Grocery,112.01,5.6,7.18,0.34,14.53,1,19,0
TXN_00005961,30.56,4,6,Grocery,0.78,16.32,9.77,3.36,8.23,5,13,0
TXN_00005962,11.61,14,3,Gas,15.79,10.23,33.36,4.42,47.66,3,18,0
TXN_00005963,10.97,13,3,Travel,1.68,7.49,2.81,5.49,14.76,4,11,0
TXN_00005964,5.29,8,6,Travel,78.46,9.93,6.66,5.15,15.4,5,24,0
TXN_00005965,20.32,20,0,Restaurant,35.93,9.78,2.12,2.19,81.14,4,19,0
TXN_00005966,0.44,3,5,Online,33.87,7.99,6.03,0.13,85.92,2,11,0
TXN_00005967,17.23,17,0,Grocery,61.39,0.29,2.8,3.3,38.02,4,15,0
TXN_00005968,42.14,22,0,Gas,8.29,3.5,3.02,1.17,31.61,2,17,0
TXN_00005969,7.2,0,4,Gas,34.3,7.87,7.26,9.49,55.25,2,26,0
TXN_00005970,12.17,11,1,Gas,20.99,2.51,6.07,0.59,48.62,1,23,0
TXN_00005971,12.65,5,0,Gas,27.71,2.42,15.36,0.25,70.54,6,25,0
TXN_00005972,13.4,4,4,Entertainment,32.59,7.75,2.01,5.51,17.63,2,23,0
TXN_00005973,1.01,12,6,Grocery,23.29,8.61,4.31,2.37,13.45,4,20,0
TXN_00005974,26.63,8,6,Travel,85.52,1.76,14.35,5.86,84.55,5,13,0
TXN_00005975,26.08,20,2,Grocery,6.17,1.92,8.65,3.47,91.08,4,17,0
TXN_00005976,105.9,13,5,Travel,43.18,5.75,10.03,0.86,96.29,1,21,0
TXN_00005977,2.75,21,3,Travel,5.71,2.51,4.41,0.32,77.59,1,23,0
TXN_00005978,29.21,4,1,Restaurant,4.29,5.21,0.7,7.49,85.42,0,16,0
TXN_00005979,38.9,3,1,Restaurant,42.87,5.44,15.76,3.92,95.73,2,25,0
TXN_00005980,17.47,17,3,Grocery,43.32,2.46,3.18,2.02,84.81,3,17,0
TXN_00005981,122.51,12,1,Restaurant,128.47,2.84,5.15,0.68,75.38,3,20,0
TXN_00005982,6.19,17,1,Entertainment,41.09,8.23,0.79,8.41,95.25,2,27,0
TXN_00005983,74.6,7,5,Online,103.37,1.0,10.26,0.48,67.5,2,16,0
TXN_00005984,8.78,6,4,Travel,35.41,4.53,39.02,1.82,18.71,2,15,0
TXN_00005985,318.83,1,0,Online,60.39,3.92,9.75,7.75,36.05,2,14,0
TXN_00005986,10.29,19,0,Grocery,5.34,1.94,11.22,0.11,68.61,2,15,0
TXN_00005987,3.5,20,4,Restaurant,68.16,10.92,9.43,1.12,15.31,4,18,0
TXN_00005988,27.58,8,3,Gas,3.78,6.68,25.54,1.35,45.71,4,14,0
TXN_00005989,12.24,9,0,Restaurant,93.73,9.65,3.0,0.14,78.5,5,16,0
TXN_00005990,3.09,21,3,Grocery,192.22,16.2,9.68,0.4,70.67,6,14,0
TXN_00005991,2.78,14,0,Gas,0.25,15.33,12.44,5.6,91.27,2,15,0
TXN_00005992,15.37,0,6,Entertainment,16.34,2.15,5.5,1.05,79.57,4,19,0
TXN_00005993,26.96,1,1,Gas,59.27,5.12,28.71,5.86,34.38,3,17,0
TXN_00005994,3.59,0,5,Restaurant,102.1,2.79,20.66,0.49,7.75,6,16,0
TXN_00005995,11.19,13,1,Grocery,1.95,0.47,0.5,2.38,5.72,4,25,0
TXN_00005996,2.51,7,3,Grocery,38.07,15.29,12.97,0.22,31.98,3,13,0
TXN_00005997,134.73,7,4,Travel,47.54,6.97,22.31,1.87,15.8,3,21,0
TXN_00005998,18.89,0,1,Restaurant,3.22,1.22,15.5,0.8,57.77,1,26,0
TXN_00005999,5.64,19,1,Gas,41.8,3.82,41.85,1.27,65.37,7,22,0
TXN_00006000,116.0,6,4,Travel,81.4,13.63,15.48,1.24,17.88,1,28,0
TXN_00006001,35.1,0,4,Entertainment,101.46,4.38,2.56,0.88,37.14,0,22,0
TXN_00006002,56.64,2,4,Grocery,148.21,4.04,4.8,5.97,49.66,2,17,0
TXN_00006003,1.98,13,3,Restaurant,5.86,5.96,8.54,1.19,84.96,2,16,0
TXN_00006004,4.13,3,0,Grocery,33.6,4.99,9.59,4.44,7.13,3,16,0
TXN_00006005,6.46,23,4,Restaurant,22.93,5.07,10.68,7.87,57.15,2,19,0
TXN_00006006,38.95,22,2,Gas,45.81,1.2,0.24,2.78,65.31,7,23,0
TXN_00006007,10.91,3,5,Restaurant,27.31,1.44,22.2,1.95,98.79,3,18,0
TXN_00006008,25.69,1,3,Online,139.91,3.35,14.96,1.9,29.24,2,28,0
TXN_00006009,104.02,20,5,Entertainment,1.15,5.14,1.49,5.16,58.18,4,23,0
TXN_00006010,10.56,4,5,Restaurant,128.57,4.34,31.83,3.53,15.62,1,29,0
TXN_00006011,3.58,6,6,Grocery,17.08,2.56,5.76,0.56,61.66,5,25,0
TXN_00006012,0.56,12,1,Entertainment,19.51,5.46,7.28,1.43,65.11,3,24,0
TXN_00006013,9.9,11,3,Travel,27.19,13.25,25.42,0.42,46.42,2,21,0
TXN_00006014,6.71,7,1,Online,147.69,1.16,2.58,4.6,13.45,4,25,0
TXN_00006015,20.23,17,1,Entertainment,6.72,1.51,37.89,0.75,42.23,1,17,0
TXN_00006016,4.23,21,1,Grocery,12.34,0.24,10.17,4.25,17.81,1,21,0
TXN_00006017,23.13,6,6,Travel,103.07,3.33,23.86,9.78,3.64,5,28,0
TXN_00006018,47.82,2,3,Grocery,96.32,1.65,0.58,3.43,75.28,2,24,0
TXN_00006019,22.42,8,2,Entertainment,25.23,0.58,0.99,2.03,79.18,0,15,0
TXN_00006020,11.56,21,5,Grocery,87.9,6.0,0.21,10.95,35.33,5,20,0
TXN_00006021,12.04,20,4,Gas,88.94,10.9,4.82,8.72,92.81,2,20,0
TXN_00006022,2.88,11,1,Travel,142.52,1.97,8.82,1.18,72.53,1,20,0
TXN_00006023,13.15,4,1,Grocery,30.74,2.14,7.94,1.04,35.47,3,17,0
TXN_00006024,12.22,8,6,Travel,37.73,0.06,1.05,0.33,71.77,4,17,0
TXN_00006025,28.8,11,5,Grocery,74.59,0.44,29.5,3.07,67.63,4,20,0
TXN_00006026,41.5,13,6,Grocery,41.04,7.65,32.96,5.6,61.63,4,23,0
TXN_00006027,1.53,11,1,Gas,19.31,4.25,6.13,4.16,1.92,1,8,0
TXN_00006028,70.9,14,4,Restaurant,80.78,9.25,4.14,1.62,80.87,4,19,0
TXN_00006029,121.29,20,3,Gas,112.11,2.22,8.27,0.28,38.43,5,18,0
TXN_00006030,8.54,2,4,Gas,9.21,7.4,8.36,13.67,67.86,1,16,0
TXN_00006031,15.83,22,5,Gas,27.95,5.5,6.98,5.32,94.23,4,22,0
TXN_00006032,45.56,20,0,Gas,79.74,4.9,9.3,4.03,69.94,5,20,0
TXN_00006033,11.72,18,6,Restaurant,47.43,9.55,11.96,3.07,23.21,6,16,0
TXN_00006034,14.93,9,5,Gas,36.9,0.0,6.15,0.47,85.81,2,18,0
TXN_00006035,29.92,4,5,Travel,14.84,1.97,15.03,4.59,97.66,4,17,0
TXN_00006036,8.2,17,5,Travel,13.9,4.29,33.17,2.44,20.89,1,22,0
TXN_00006037,45.41,9,2,Grocery,98.53,5.09,1.65,1.06,78.35,2,22,0
TXN_00006038,7.7,10,2,Online,4.08,2.26,22.87,6.83,35.82,2,24,0
TXN_00006039,8.88,19,1,Grocery,13.42,5.21,3.47,0.45,5.62,1,24,0
TXN_00006040,16.84,6,4,Grocery,95.31,4.57,21.42,3.55,76.23,1,25,0
TXN_00006041,12.65,11,6,Travel,96.37,1.28,1.32,2.97,67.6,5,19,0
TXN_00006042,23.12,13,4,Restaurant,0.28,4.36,7.96,0.25,14.9,1,20,0
TXN_00006043,8.7,14,4,Gas,0.74,14.74,2.39,7.78,43.99,2,20,0
TXN_00006044,1.23,22,0,Online,50.37,0.14,10.08,3.87,77.06,6,19,0
TXN_00006045,22.69,14,4,Travel,4.23,10.24,16.2,3.49,11.1,1,17,0
TXN_00006046,2.6,8,5,Grocery,4.96,3.99,10.03,4.07,49.75,3,15,0
TXN_00006047,4.24,16,1,Restaurant,115.57,2.12,3.13,2.56,24.7,1,11,0
TXN_00006048,9.66,7,5,Grocery,14.21,1.79,2.05,10.23,40.65,3,19,0
TXN_00006049,45.8,0,3,Entertainment,3.03,1.47,23.0,6.17,1.61,3,23,0
TXN_00006050,11.4,14,4,Gas,3.67,8.33,12.44,1.0,26.06,3,25,0
TXN_00006051,7.82,6,0,Gas,29.92,3.62,9.88,1.48,44.74,3,17,0
TXN_00006052,48.18,0,1,Gas,2.76,6.25,1.11,3.03,4.81,3,13,0
TXN_00006053,57.84,4,3,Online,41.59,2.82,3.93,4.62,50.98,0,21,0
TXN_00006054,4.7,21,5,Travel,24.93,2.78,6.83,0.76,55.08,4,11,0
TXN_00006055,13.87,0,0,Grocery,4.06,0.42,8.73,3.51,25.61,5,11,0
TXN_00006056,3.35,11,0,Restaurant,281.81,11.26,5.12,6.77,45.71,1,25,0
TXN_00006057,4.14,21,2,Grocery,133.45,0.47,23.17,0.2,96.91,0,32,0
TXN_00006058,22.29,4,2,Gas,4.18,0.81,25.73,1.46,75.57,6,17,0
TXN_00006059,20.46,11,2,Travel,80.6,1.41,4.05,1.34,9.28,4,10,0
TXN_00006060,24.52,21,1,Grocery,96.87,2.13,2.19,5.45,17.05,1,19,0
TXN_00006061,2.52,16,6,Travel,4.74,19.32,22.27,2.95,53.64,4,22,0
TXN_00006062,37.25,6,2,Grocery,51.95,10.4,5.33,0.43,61.06,3,17,0
TXN_00006063,60.19,8,1,Online,50.81,6.24,8.52,7.9,51.45,4,12,0
TXN_00006064,1.84,1,1,Grocery,58.85,0.27,2.47,1.05,18.13,3,19,0
TXN_00006065,15.43,4,4,Grocery,191.25,1.05,7.52,1.25,69.82,3,21,0
TXN_00006066,1.63,0,4,Gas,112.52,10.26,0.24,2.16,7.34,0,28,0
TXN_00006067,2.62,0,6,Travel,9.45,0.18,3.37,0.49,98.56,4,14,0
TXN_00006068,6.84,0,3,Gas,21.48,2.85,17.55,0.16,84.74,3,15,0
TXN_00006069,2.46,1,2,Online,17.44,7.36,1.84,0.15,65.0,5,17,0
TXN_00006070,45.95,14,5,Grocery,16.9,4.77,2.77,9.4,55.16,4,19,0
TXN_00006071,6.69,19,0,Entertainment,159.67,2.43,13.95,2.95,49.3,2,25,0
TXN_00006072,15.78,23,5,Restaurant,0.74,0.44,4.99,4.72,59.21,1,20,0
TXN_00006073,24.54,1,3,Grocery,2.46,0.24,0.43,2.24,39.02,1,22,0
TXN_00006074,22.06,8,1,Grocery,20.63,2.69,19.39,4.76,54.86,2,27,0
TXN_00006075,18.67,23,5,Grocery,7.0,3.16,15.72,2.65,32.67,2,13,0
TXN_00006076,10.24,11,5,Grocery,14.62,2.48,0.6,4.79,27.47,2,25,0
TXN_00006077,7.14,9,4,Restaurant,20.78,24.05,0.65,1.08,13.16,3,21,0
TXN_00006078,2.05,2,6,Restaurant,48.2,2.6,1.9,3.13,12.12,2,19,0
TXN_00006079,8.83,5,4,Grocery,71.9,0.43,5.07,0.85,28.54,4,15,0
TXN_00006080,4.64,22,5,Grocery,37.26,10.93,18.51,4.83,28.38,3,19,0
TXN_00006081,3.52,12,6,Grocery,104.13,11.61,11.74,9.2,10.95,4,19,0
TXN_00006082,7.16,21,5,Online,20.57,5.22,0.99,0.63,47.13,3,19,0
TXN_00006083,60.93,6,4,Grocery,125.17,4.2,2.53,0.87,71.1,0,23,0
TXN_00006084,7.68,2,2,Travel,16.71,9.28,1.08,0.57,15.8,5,28,0
TXN_00006085,1.83,22,1,Travel,20.97,1.41,2.82,10.81,33.75,3,22,0
TXN_00006086,2.31,10,1,Gas,18.09,1.36,9.72,3.38,10.65,5,20,0
TXN_00006087,14.64,22,3,Grocery,132.4,8.58,0.04,8.18,29.77,2,14,0
TXN_00006088,1.39,1,2,Grocery,47.67,8.81,7.04,3.73,73.12,3,27,0
TXN_00006089,7.56,1,6,Online,35.13,3.29,15.98,6.46,84.91,4,26,0
TXN_00006090,31.32,0,3,Online,53.68,4.68,12.59,6.94,72.09,3,20,0
TXN_00006091,48.42,22,0,Restaurant,1.71,16.97,35.47,4.08,2.89,5,22,0
TXN_00006092,66.1,13,3,Gas,21.38,1.14,9.81,5.11,66.35,2,18,0
TXN_00006093,29.59,3,3,Restaurant,48.0,2.36,31.31,3.1,9.29,3,28,0
TXN_00006094,3.46,6,2,Online,24.01,0.61,4.49,12.32,71.4,9,14,0
TXN_00006095,7.7,7,2,Restaurant,51.73,0.44,49.93,0.61,17.58,2,20,0
TXN_00006096,7.5,14,5,Travel,50.66,11.19,10.07,6.63,90.41,4,13,0
TXN_00006097,50.97,15,5,Grocery,3.51,10.19,7.01,1.41,63.17,4,14,0
TXN_00006098,5.74,22,6,Online,53.67,1.94,11.97,11.72,14.5,2,17,0
TXN_00006099,2.73,3,0,Grocery,40.02,10.27,12.02,1.25,97.22,4,23,0
TXN_00006100,31.14,9,3,Restaurant,16.28,0.48,16.07,0.75,64.54,3,31,0
TXN_00006101,254.62,3,0,Online,63.95,7.57,4.14,1.34,54.72,0,30,0
TXN_00006102,59.19,14,0,Gas,110.68,17.09,9.05,0.25,10.09,7,18,0
TXN_00006103,69.17,8,6,Travel,198.02,2.54,4.27,1.02,56.13,2,22,0
TXN_00006104,10.98,21,0,Gas,74.33,6.79,26.23,2.91,22.62,3,19,0
TXN_00006105,12.28,0,0,Restaurant,87.41,5.15,4.43,1.24,21.0,2,23,0
TXN_00006106,10.76,4,3,Grocery,183.28,1.17,15.08,3.46,41.06,2,23,0
TXN_00006107,94.99,4,5,Grocery,73.21,2.88,3.51,2.27,75.11,4,32,0
TXN_00006108,38.62,8,2,Gas,61.48,4.78,42.16,4.04,94.47,4,21,0
TXN_00006109,23.17,19,1,Restaurant,60.79,5.41,2.87,3.19,46.19,4,22,0
TXN_00006110,26.54,22,6,Gas,153.31,8.16,2.62,12.92,36.37,1,9,0
TXN_00006111,4.63,14,6,Grocery,186.71,1.06,10.14,0.23,51.92,2,15,0
TXN_00006112,64.3,4,0,Travel,85.82,2.26,18.17,0.69,40.47,3,16,0
TXN_00006113,31.59,12,4,Grocery,115.14,0.08,17.37,0.89,65.27,3,21,0
TXN_00006114,9.02,15,5,Grocery,5.65,3.57,4.49,7.49,20.14,4,19,0
TXN_00006115,33.58,17,2,Grocery,117.06,4.01,16.11,4.49,0.11,3,11,0
TXN_00006116,128.41,7,5,Online,11.83,4.53,0.13,2.18,79.41,1,28,0
TXN_00006117,14.82,21,6,Restaurant,16.18,0.22,19.15,3.53,97.69,4,11,0
TXN_00006118,6.88,9,4,Grocery,25.48,2.28,7.14,2.1,35.96,3,16,0
TXN_00006119,10.03,7,1,Online,109.84,0.21,0.76,2.41,2.32,4,18,0
TXN_00006120,69.73,17,5,Restaurant,54.72,3.2,13.78,2.77,86.58,5,17,0
TXN_00006121,12.47,6,4,Grocery,30.7,16.69,0.18,1.9,58.39,3,23,0
TXN_00006122,3.97,9,5,Online,0.25,2.97,1.59,6.98,86.85,2,16,0
TXN_00006123,8.77,18,2,Grocery,189.73,3.25,27.47,0.9,10.85,6,18,0
TXN_00006124,12.84,12,5,Grocery,9.98,0.05,14.55,0.44,56.88,2,16,0
TXN_00006125,2.23,22,6,Travel,32.4,1.27,6.75,9.33,16.36,3,21,0
TXN_00006126,2.32,21,2,Restaurant,17.84,21.06,3.16,3.76,50.19,3,18,0
TXN_00006127,10.63,11,5,Grocery,6.61,4.57,14.1,9.48,49.05,3,20,0
TXN_00006128,12.15,8,2,Restaurant,70.27,22.75,6.15,0.89,60.55,1,19,0
TXN_00006129,29.04,15,3,Grocery,47.18,13.39,5.67,0.37,98.86,6,24,0
TXN_00006130,5.96,18,3,Restaurant,22.54,2.17,7.86,0.14,61.19,4,10,0
TXN_00006131,2.1,2,1,Grocery,166.23,4.48,8.95,0.31,60.94,3,12,0
TXN_00006132,9.11,9,5,Gas,60.21,2.61,4.8,1.88,11.47,3,16,0
